# proposed by Roozbeh based on analysis of dingbats fonts
# on 2016/08/23
1F566 FE0E; text style;  # CLOCK FACE ELEVEN-THIRTY
1F566 FE0F; emoji style; # CLOCK FACE ELEVEN-THIRTY
1F567 FE0E; text style;  # CLOCK FACE TWELVE-THIRTY
1F567 FE0F; emoji style; # CLOCK FACE TWELVE-THIRTY
1F610 FE0E; text style;  # NEUTRAL FACE
1F610 FE0F; emoji style; # NEUTRAL FACE
1F687 FE0E; text style;  # METRO
1F687 FE0F; emoji style; # METRO
1F68D FE0E; text style;  # ONCOMING BUS
1F68D FE0F; emoji style; # ONCOMING BUS
1F691 FE0E; text style;  # AMBULANCE
1F691 FE0F; emoji style; # AMBULANCE
1F694 FE0E; text style;  # ONCOMING POLICE CAR
1F694 FE0F; emoji style; # ONCOMING POLICE CAR
1F698 FE0E; text style;  # ONCOMING AUTOMOBILE
1F698 FE0F; emoji style; # ONCOMING AUTOMOBILE
1F6AD FE0E; text style;  # NO SMOKING SYMBOL
1F6AD FE0F; emoji style; # NO SMOKING SYMBOL
1F6B2 FE0E; text style;  # BICYCLE
1F6B2 FE0F; emoji style; # BICYCLE
1F6B9 FE0E; text style;  # MENS SYMBOL
1F6B9 FE0F; emoji style; # MENS SYMBOL
1F6BA FE0E; text style;  # WOMENS SYMBOL
1F6BA FE0F; emoji style; # WOMENS SYMBOL
1F6BC FE0E; text style;  # BABY SYMBOL
1F6BC FE0F; emoji style; # BABY SYMBOL
